Video ID,Playlist Video Creation Timestamp
8cVz4Z1Op-w,2017-09-19T12:21:15+00:00
xRp-Qh5L5WU,2017-09-19T12:21:35+00:00
5mqYcVEbAIo,2017-09-19T12:23:43+00:00
hCGsudXj1Xc,2017-09-19T12:23:58+00:00





